rotation
Barrage, Time: 0s
Frost Trap, Time: 0s
Sic 'Em!, Time: 0s
Point-Blank Shot, Time: 0s
One Wolf Pack, Time: 0s
Weapon Swap, Time: 0s
Splitblade, Time: 0s
Winter's Bite, Time: 0s
Path of Scars, Time: 0s
Worldly Impact, Time: 0s
Whirling Defense, Time: 0s
Splitblade, Time: 0s
Frenzied Attack, Time: 0s
Ricochet, Time: 0s
Ricochet, Time: 0s
Ricochet, Time: 0s
Winter's Bite, Time: 0s
Ricochet, Time: 0s
Ricochet, Time: 0s
Splitblade, Time: 0s
Ricochet, Time: 0s
Ricochet, Time: 0s
Path of Scars, Time: 0s
Ricochet, Time: 0s
Ricochet, Time: 0s
Ricochet, Time: 0s
Ricochet, Time: 0s
Splitblade, Time: 0s
Winter's Bite, Time: 0s
Weapon Swap, Time: 0s
Rapid Fire, Time: 0s
Long Range Shot, Time: 0s
Long Range Shot, Time: 0s
Long Range Shot, Time: 0s
Long Range Shot, Time: 0s
Long Range Shot, Time: 0s
Long Range Shot, Time: 0s
Point-Blank Shot, Time: 0s
Barrage, Time: 0s
Frost Trap, Time: 0s
Sic 'Em!, Time: 0s
Worldly Impact, Time: 0s
Frenzied Attack, Time: 0s
Weapon Swap, Time: 0s
Splitblade, Time: 0s
Winter's Bite, Time: 0s
Path of Scars, Time: 0s
Whirling Defense, Time: 0s
Ricochet, Time: 0s
Splitblade, Time: 0s
Ricochet, Time: 0s
Ricochet, Time: 0s
Ricochet, Time: 0s
Ricochet, Time: 0s
Winter's Bite, Time: 0s
Ricochet, Time: 0s
Ricochet, Time: 0s
Splitblade, Time: 0s
Ricochet, Time: 0s
Ricochet, Time: 0s
Path of Scars, Time: 0s
Ricochet, Time: 0s
Ricochet, Time: 0s
Ricochet, Time: 0s
Ricochet, Time: 0s
Splitblade, Time: 0s
Winter's Bite, Time: 0s
Weapon Swap, Time: 0s
Rapid Fire, Time: 0s
Long Range Shot, Time: 0s
Long Range Shot, Time: 0s
Long Range Shot, Time: 0s
Long Range Shot, Time: 0s
Point-Blank Shot, Time: 0s
Barrage, Time: 0s
Sic 'Em!, Time: 0s
One Wolf Pack, Time: 0s
Frost Trap, Time: 0s
Worldly Impact, Time: 0s
Frenzied Attack, Time: 0s
Long Range Shot, Time: 0s
Weapon Swap, Time: 0s
Splitblade, Time: 0s
Winter's Bite, Time: 0s
Path of Scars, Time: 0s
Whirling Defense, Time: 0s
Ricochet, Time: 0s
Splitblade, Time: 0s
Ricochet, Time: 0s
Ricochet, Time: 0s
Ricochet, Time: 0s
Ricochet, Time: 0s
Winter's Bite, Time: 0s
Ricochet, Time: 0s
Ricochet, Time: 0s
Splitblade, Time: 0s
Ricochet, Time: 0s
Ricochet, Time: 0s
Path of Scars, Time: 0s
Ricochet, Time: 0s
Ricochet, Time: 0s
Ricochet, Time: 0s
Ricochet, Time: 0s
Splitblade, Time: 0s
Winter's Bite, Time: 0s
Weapon Swap, Time: 0s
Long Range Shot, Time: 0s
Long Range Shot, Time: 0s
Long Range Shot, Time: 0s
Long Range Shot, Time: 0s
Long Range Shot, Time: 0s
Long Range Shot, Time: 0s
Point-Blank Shot, Time: 0s
Barrage, Time: 0s
Sic 'Em!, Time: 0s
Frost Trap, Time: 0s
Worldly Impact, Time: 0s
Frenzied Attack, Time: 0s
Rapid Fire, Time: 0s
Weapon Swap, Time: 0s
Splitblade, Time: 0s
Winter's Bite, Time: 0s
Path of Scars, Time: 0s
Whirling Defense, Time: 0s
Ricochet, Time: 0s
Splitblade, Time: 0s
Ricochet, Time: 0s
Ricochet, Time: 0s
Ricochet, Time: 0s
Ricochet, Time: 0s
Winter's Bite, Time: 0s
Ricochet, Time: 0s
Ricochet, Time: 0s
Splitblade, Time: 0s
Ricochet, Time: 0s
Ricochet, Time: 0s
Path of Scars, Time: 0s
Weapon Swap, Time: 0s
Rapid Fire, Time: 0s
Long Range Shot, Time: 0s
Long Range Shot, Time: 0s
Long Range Shot, Time: 0s
Long Range Shot, Time: 0s
Long Range Shot, Time: 0s
Point-Blank Shot, Time: 0s
Barrage, Time: 0s
Sic 'Em!, Time: 0s
One Wolf Pack, Time: 0s
Worldly Impact, Time: 0s
Frost Trap, Time: 0s
Frenzied Attack, Time: 0s
Weapon Swap, Time: 0s
Splitblade, Time: 0s
Winter's Bite, Time: 0s
Path of Scars, Time: 0s
Whirling Defense, Time: 0s
